Question ID,Question Text,Response,Comment,Supported
EKM-03.2,Do you leverage encryption to protect data and virtual machine images during transport across and between networks and hypervisor instances,Yes,"All data transport uses TLS 1.3 encryption including inter-service communications, cross-region replication, and VM image transfers as specified in the Data Protection and Privacy Policy. AWS provides encrypted transport for all managed services with certificate validation and secure channel establishment for all data movement.",High
EKM-03.3,"Do you have documentation establishing and defining your encryption management policies, procedures, and guidelines",Yes,"The Data Protection and Privacy Policy provides comprehensive encryption management documentation including algorithms, key management procedures, usage guidelines, and compliance requirements. Documentation covers encryption at rest, in transit, key lifecycle management, and access control procedures with regular reviews and updates.",High
EKM-04.1,Do you have platform and data appropriate encryption that uses open/validated formats and standard algorithms,Yes,"IBP uses only industry-standard encryption algorithms including AES-256, RSA, and ECDHE with validated implementations through AWS managed services as documented in the Data Protection and Privacy Policy. No proprietary encryption methods are used, ensuring compatibility and security validation through established cryptographic standards.",High
EKM-04.2,Are your encryption keys maintained by the cloud consumer or a trusted key management provider,Yes,"Encryption keys are managed through AWS Key Management Service, a trusted key management provider with FIPS 140-2 validation, or through customer-managed keys for enhanced control as specified in the Data Protection and Privacy Policy. Key management includes secure generation, storage, rotation, and destruction with comprehensive audit trails.",High
EKM-04.3,Do you store encryption keys in the cloud,Yes,"Encryption keys are securely stored through AWS KMS with hardware security module protection, access controls, and audit logging as documented in the Data Protection and Privacy Policy. Cloud-based key storage provides enterprise-grade security with geographic distribution and high availability for key management operations.",High
EKM-04.4,Do you have separate key management and key usage duties,Yes,IBP implements segregation of duties with separate roles for key management (administrative functions) and key usage (application encryption operations) as documented in the Data Protection and Privacy Policy. AWS KMS enforces role separation through IAM policies preventing single-person control over key operations.,High
GRM-01.1,"Do you have documented information security baselines for every component of your infrastructure (e.g., hypervisors, operating systems, routers, DNS servers, etc.)",Yes,"The Technology and Infrastructure Security Policy establishes comprehensive security baselines for all infrastructure components including EC2 instances (security-hardened AMIs), RDS databases (encryption, Multi-AZ), network components (VPC, security groups), and applications (secure coding standards). Configuration baselines are maintained and monitored through AWS Config.",High
GRM-01.2,Do you have the capability to continuously monitor and report the compliance of your infrastructure against your information security baselines,Yes,"IBP implements continuous compliance monitoring through AWS Config rules, Security Hub compliance dashboard, CloudWatch alarms, and automated remediation as documented in the Compliance and Audit Management Policy. Real-time monitoring provides compliance status reporting with automated alerts for configuration drift and non-compliance.",High
GRM-02.1,"Does your organization's risk assessments take into account awareness of data residency, legal and statutory requirements for retention periods and data protection and classification",Yes,"Risk assessments include comprehensive evaluation of data residency (EU regions), GDPR compliance requirements, data retention obligations, and classification requirements as documented in the Data Protection and Privacy Policy. Risk assessment processes consider legal, regulatory, and contractual obligations with regular updates for changing requirements.",High
GRM-02.2,Do you conduct risk assessments associated with data governance requirements at least once a year,Yes,"The Data Protection and Privacy Policy requires annual risk assessments covering data governance, privacy compliance, retention requirements, and classification accuracy. Risk assessments evaluate data handling practices, regulatory compliance, and security controls with documented findings and improvement actions tracked to completion.",High
GRM-03.1,"Are your technical, business, and executive managers responsible for maintaining awareness of and compliance with security policies, procedures, and standards for both themselves and their employees as they pertain to the manager and employees' area of responsibility",Yes,"The Information Security Management Policy establishes clear management responsibilities for security awareness and compliance across all levels. Managers are accountable for policy compliance, team training, incident reporting, and security performance with documented responsibilities and regular assessment of security leadership effectiveness.",High
GRM-04.1,Do you provide tenants with documentation describing your Information Security Management Program (ISMP),Yes,"IBP provides comprehensive security program documentation including the Information Security Management Policy, specific security domain policies, and implementation procedures. Security program documentation is available to customers under appropriate confidentiality agreements with regular updates for policy changes and improvements.",High
GRM-04.2,Do you review your Information Security Management Program (ISMP) at least once a year,Yes,"The Information Security Management Policy requires annual comprehensive reviews of the security program including policy effectiveness, control implementation, metrics analysis, and improvement recommendations. Reviews include stakeholder feedback, regulatory updates, and continuous improvement initiatives with documented outcomes and action plans.",High
GRM-05.1,"Do executive and line management take formal action to support information security through clearly-documented direction and commitment, and ensure the action has been assigned",Yes,"Executive management demonstrates formal security commitment through policy approval, resource allocation, and strategic planning as documented in the Information Security Management Policy. Security commitments include defined roles, resource allocation, performance metrics, and regular communication of security importance throughout the organization.",High
GRM-06.1,"Are your information security policies and procedures made available to all impacted personnel and business partners, authorized by accountable business role/function and supported by the information security management program as per industry best practices (e.g. ISO 27001, SOC 2)",Yes,"All security policies are approved by executive management, made accessible to all personnel through documented training programs, and communicated to business partners through contractual requirements as specified in the Information Security Management Policy. Policy management follows industry best practices with version control and change management.",High
GRM-06.2,Are information security policies authorized by the organization's business leadership (or other accountable business role or function) and supported by a strategic business plan and an information security management program inclusive of defined information security roles and responsibilities for business leadership,Yes,"The Information Security Management Policy is authorized by executive leadership with defined roles and responsibilities across all management levels. Security program integration with business strategy includes resource allocation, risk management, and performance measurement with clear accountability structures and governance oversight.",High
GRM-06.3,Do you have agreements to ensure your providers adhere to your information security and privacy policies,Yes,"The Vendor and Third Party Management Policy requires all vendors to meet security standards through contractual agreements including security requirements, compliance obligations, audit rights, and incident notification procedures. Vendor agreements include specific security terms and regular compliance verification requirements.",High
GRM-06.4,"Can you provide evidence of due diligence mapping of your controls, architecture, and processes to regulations and/or standards",Yes,"The Compliance and Audit Management Policy includes comprehensive mapping of security controls to GDPR requirements, AWS security best practices, and industry standards. Due diligence documentation covers control implementation, regulatory alignment, and compliance verification with regular updates for changing requirements.",High
GRM-06.5,"Do you disclose which controls, standards, certifications, and/or regulations you comply with",Yes,"IBP openly discloses compliance with GDPR, AWS security best practices, OWASP security guidelines, and CAIQ framework alignment as documented in our security policies and customer communications. Compliance status is regularly updated and communicated through appropriate channels with supporting documentation available upon request.",High
GRM-07.1,Is a formal disciplinary or sanction policy established for employees who have violated security policies and procedures,Yes,"The Remote Work Security Policy establishes disciplinary procedures for security violations including progressive discipline (verbal warning, written warning, suspension, termination) based on violation severity. Disciplinary policies include investigation procedures, corrective actions, and documentation requirements with consistent application across all personnel.",High
GRM-07.2,Are employees made aware of what actions could be taken in the event of a violation via their policies and procedures,Yes,"Security policies clearly communicate potential consequences for policy violations through training materials, policy documentation, and employment agreements as specified in the Remote Work Security Policy. Awareness programs include examples of violations and corresponding disciplinary actions to ensure clear understanding of expectations and consequences.",High
GRM-08.1,"Do risk assessment results include updates to security policies, procedures, standards, and controls to ensure they remain relevant and effective",Yes,"The Information Security Management Policy includes continuous improvement processes with risk assessment findings driving policy updates, control enhancements, and procedure revisions. Risk-based policy updates ensure security measures remain effective against evolving threats and changing business requirements with documented change tracking.",High
GRM-09.1,Do you notify your tenants when you make material changes to your information security and/or privacy policies,Yes,"The Information Security Management Policy requires customer notification of material policy changes through established communication channels. Notification procedures include advance notice for significant changes, impact assessment communication, and documentation of customer acknowledgment with appropriate transition periods for implementation.",High
GRM-09.2,"Do you perform, at minimum, annual reviews to your privacy and security policies",Yes,"All security and privacy policies undergo annual comprehensive reviews as specified in the Information Security Management Policy. Reviews include effectiveness assessment, regulatory alignment verification, stakeholder feedback incorporation, and improvement implementation with documented outcomes and version control management.",High
GRM-10.1,"Are formal risk assessments aligned with the enterprise-wide framework and performed at least annually, or at planned intervals, determining the likelihood and impact of all identified risks, using qualitative and quantitative methods",Yes,"IBP conducts comprehensive annual risk assessments using established risk frameworks with likelihood and impact analysis as documented in the Information Security Management Policy. Risk assessments cover all security domains with qualitative and quantitative evaluation methods, documented risk treatment decisions, and regular monitoring of risk posture changes.",High
GRM-10.2,"Is the likelihood and impact associated with inherent and residual risk determined independently, considering all risk categories",Yes,"Risk assessment methodology includes separate evaluation of inherent and residual risks across all categories including technical, operational, compliance, and strategic risks as specified in the Information Security Management Policy. Risk analysis considers control effectiveness, mitigation measures, and residual risk acceptance with documented risk treatment decisions.",High
GRM-11.1,"Do you have a documented, organization-wide program in place to manage risk",Yes,"The Information Security Management Policy establishes a comprehensive risk management program including risk identification, assessment, treatment, monitoring, and communication procedures. Risk management is integrated across all business processes with defined roles, responsibilities, and governance structures for enterprise-wide risk oversight.",High
GRM-11.2,Do you make available documentation of your organization-wide risk management program,Yes,"Risk management program documentation is available to customers under appropriate confidentiality agreements including risk methodology, assessment procedures, treatment strategies, and monitoring processes as outlined in the Information Security Management Policy. Documentation includes risk registers, treatment plans, and effectiveness measures.",High
HRS-01.1,"Upon termination of contract or business relationship, are employees and business partners adequately informed of their obligations for returning organizationally-owned assets",Yes,"The Remote Work Security Policy establishes comprehensive termination procedures including asset return obligations, timelines, and verification procedures. Termination checklists ensure complete asset recovery including devices, access credentials, and documentation with signed acknowledgment of return completion and continued confidentiality obligations.",High
HRS-01.2,Do you have asset return procedures outlining how assets should be returned within an established period,Yes,"Asset return procedures are documented in the Remote Work Security Policy with specific timelines: immediate access revocation, 1-week asset recovery, and final clearance verification. Procedures include condition assessment, data wiping verification, return receipt documentation, and final clearance approval with tracking through completion.",High
HRS-02.1,"Pursuant to local laws, regulations, ethics, and contractual constraints, are all employment candidates, contractors, and involved third parties subject to background verification",Yes,The Remote Work Security Policy requires background verification including government ID verification via video call and professional reference checks. Verification procedures are appropriate for remote team operations while ensuring identity confirmation and professional credential validation within legal and practical constraints.,High
HRS-03.1,Do your employment agreements incorporate provisions and/or terms in adherence to established information governance and security policies,Yes,"Employment agreements include comprehensive security provisions covering confidentiality, security policy compliance, incident reporting, and intellectual property protection as documented in the Remote Work Security Policy. Agreements include specific security obligations, acceptable use terms, and post-employment responsibilities for information protection.",High
HRS-03.2,"Do you require that employment agreements are signed by newly hired or on-boarded workforce personnel prior to granting workforce personnel user access to corporate facilities, resources, and assets",Yes,"The Remote Work Security Policy requires signed employment agreements and policy acknowledgment before access provisioning. Onboarding procedures include security agreement signature, policy training completion, and documented acknowledgment before system access is granted with comprehensive record keeping for compliance verification.",High
HRS-04.1,"Are documented policies, procedures, and guidelines in place to govern change in employment and/or termination",Yes,"The Remote Work Security Policy includes comprehensive employment change and termination procedures covering role changes, access updates, asset management, and final clearance processes. Procedures address internal transfers, promotions, demotions, and terminations with specific timelines and verification requirements.",High
HRS-04.2,Do the above procedures and guidelines account for timely revocation of access and return of assets,Yes,"Termination procedures include immediate access revocation (within 24 hours), asset recovery timelines, and verification requirements as specified in the Remote Work Security Policy. Procedures ensure timely access removal while providing reasonable time for asset return with appropriate tracking and documentation.",High
HRS-05.1,"Are policies and procedures established and measures implemented to strictly limit access to your sensitive data and tenant data from portable and mobile devices (e.g., laptops, cell phones, and personal digital assistants (PDAs)), which are generally higher-risk than non-portable devices (e.g., desktop computers at the provider organization's facilities)",Yes,"The Remote Work Security Policy establishes comprehensive mobile device security including device encryption, screen locks, MFA requirements, and data handling restrictions. BYOD policies include security standards, MDM capabilities, and data separation requirements with enhanced controls for sensitive data access from mobile devices.",High
HRS-06.1,"Are requirements for non-disclosure or confidentiality agreements reflecting the organization's needs for the protection of data and operational details identified, documented, and reviewed at planned intervals",Yes,"Confidentiality agreements are established for all personnel and third parties with regular review and updates as documented in the Remote Work Security Policy. NDAs cover confidential information definitions, obligations during and after employment, and specific requirements for data protection with appropriate duration and scope.",High
HRS-07.1,Do you provide tenants with a role definition document clarifying your administrative responsibilities versus those of the tenant,Yes,"IBP provides clear responsibility matrices defining service provider and customer responsibilities for security controls, data management, access control, and incident response as documented in our service agreements and security policies. Responsibility definitions are communicated during onboarding and regularly updated based on service changes.",High
HRS-08.1,Do you have policies and procedures in place to define allowances and conditions for permitting usage of organizationally-owned or managed user end-point devices and IT infrastructure network and systems components,Yes,"The Remote Work Security Policy defines comprehensive device usage policies including company-provided device security, acceptable use guidelines, monitoring requirements, and incident reporting procedures. Policies cover device security, software installation, network access, and data handling with documented compliance requirements.",High
HRS-08.2,Do you define allowance and conditions for BYOD devices and its applications to access corporate resources,Yes,"BYOD policies are established in the Remote Work Security Policy including device eligibility, security requirements, data separation, and monitoring capabilities. BYOD conditions include encryption requirements, application restrictions, remote wipe capabilities, and user responsibilities for device security and compliance maintenance.",High
HRS-09.1,"Do you provide a formal, role-based, security awareness training program for cloud-related access and data management issues (e.g., multi-tenancy, nationality, cloud delivery model, segregation of duties implications, and conflicts of interest) for all persons with access to tenant data",Yes,"IBP provides comprehensive role-based security training including cloud security, remote work security, data protection, and incident response as documented in the Remote Work Security Policy. Training covers cloud-specific risks, multi-tenancy considerations, data handling, and segregation requirements with regular updates and competency assessment.",High
HRS-09.2,Do you specifically train your employees regarding their specific role and the information security controls they must fulfill,Yes,"Role-specific training is provided covering individual security responsibilities, control implementation, and compliance requirements as specified in the Remote Work Security Policy. Training includes technical staff security procedures, management oversight responsibilities, and general staff security awareness with documented competency requirements.",High
HRS-09.3,Do you document employee acknowledgment of training they have completed,Yes,"Training completion and acknowledgment are documented through learning management systems and training records as required by the Remote Work Security Policy. Documentation includes training content, completion dates, assessment scores, and acknowledgment signatures with retention for compliance verification and audit purposes.",High
HRS-09.4,Is successful and timed completion of the training program(s) considered a prerequisite for acquiring and maintaining access to sensitive systems,Yes,"The Remote Work Security Policy requires security training completion before system access provisioning and annual training for access maintenance. Training prerequisites include security awareness, role-specific training, and competency assessment with access revocation for non-compliance with training requirements.",High
HRS-09.5,Are personnel trained and provided with awareness programs at least once a year,Yes,"Annual security awareness training is mandatory for all personnel covering security policies, threat awareness, incident reporting, and best practices as documented in the Remote Work Security Policy. Training programs include regular updates for new threats, policy changes, and lessons learned with effectiveness measurement and improvement.",High
HRS-09.6,Are administrators and data stewards properly educated on their legal responsibilities with regard to security and data integrity,Yes,"Technical staff receive specialized training on legal responsibilities including GDPR compliance, data protection obligations, incident notification requirements, and data integrity responsibilities as specified in the Remote Work Security Policy and Data Protection and Privacy Policy. Training includes regulatory updates and compliance requirements.",High
HRS-10.1,"Are personnel informed of their responsibilities for maintaining awareness and compliance with published security policies, procedures, standards, and applicable regulatory requirements",Yes,"All personnel receive comprehensive policy training and regular updates on security responsibilities, compliance requirements, and regulatory obligations as documented in the Remote Work Security Policy. Responsibilities are communicated through training, policy documentation, and regular security communications with acknowledgment requirements.",High
HRS-10.2,Are personnel informed of their responsibilities for maintaining a safe and secure working environment,Yes,"The Remote Work Security Policy includes comprehensive workspace security requirements and training covering physical security, environmental protection, and safe working practices. Personnel responsibilities include secure equipment handling, privacy protection, and incident reporting with regular reinforcement through security communications.",High
HRS-10.3,Are personnel informed of their responsibilities for ensuring that equipment is secured and not left unattended,Yes,"Equipment security responsibilities are clearly defined in the Remote Work Security Policy including device locking requirements, secure storage procedures, and unattended equipment protocols. Training covers physical security, cable locks, screen privacy, and theft prevention with regular reinforcement and compliance monitoring.",High
HRS-11.1,Are all computers and laptops configured such that there is lockout screen after a pre-defined amount of time,Yes,The Remote Work Security Policy requires automatic screen locks after 5 minutes of inactivity for all devices accessing company data. Screen lock policies are enforced through technical controls where possible and verified through security assessments with documented compliance requirements for all personnel.,High
HRS-11.2,"Are there policies and procedures to ensure that unattended workspaces do not have openly visible (e.g., on a desktop) sensitive documents",Yes,"Clean desk policies are established in the Remote Work Security Policy requiring secure storage of sensitive documents, screen privacy protection, and workspace security when unattended. Policies cover document handling, screen positioning, visitor restrictions, and secure disposal with regular compliance verification.",High
IAM-01.1,"Do you restrict, log, and monitor access to your information security management systems (e.g., hypervisors, firewalls, vulnerability scanners, network sniffers, APIs, etc.)",Yes,"The Access Control and Identity Management Policy establishes comprehensive monitoring of privileged access to security systems including AWS management consoles, infrastructure components, and security tools. All administrative access is logged through CloudTrail, monitored via CloudWatch, and requires MFA with session monitoring and audit trails.",High
IAM-01.2,"Do you monitor and log privileged access (e.g., administrator level) to information security management systems",Yes,"Privileged access monitoring is implemented through AWS CloudTrail, IAM access logging, and Security Hub as documented in the Access Control and Identity Management Policy. All administrative activities are logged with real-time monitoring, automated alerts for unusual access patterns, and comprehensive audit trails for security and compliance purposes.",High
IAM-02.1,Do you have controls in place ensuring timely removal of systems access that is no longer required for business purposes,Yes,The Access Control and Identity Management Policy requires immediate access revocation upon role changes or termination with automated deprovisioning workflows where possible. Access reviews are conducted semi-annually for administrative access and annually for standard access with documented procedures for timely access removal and verification.,High
IAM-02.2,"Do you have policies, procedures and technical measures in place to ensure appropriate data/assets access management in adherence to legal, statutory or regulatory compliance requirements",Yes,"Access management procedures comply with GDPR requirements for personal data access control, including data subject access controls, processing restrictions, and audit trails as documented in the Access Control and Identity Management Policy. Technical measures include role-based access control, MFA enforcement, and comprehensive logging for compliance verification.",High
IAM-02.3,Do you have procedures and technical measures in place for user account entitlement de-/provisioning based on the rule of least privilege,Yes,"The Access Control and Identity Management Policy implements least privilege through role-based access control with minimal necessary permissions, automated provisioning using predefined templates, and regular access reviews to ensure continued appropriateness of access levels with documented justification for all permissions.",Med
IAM-02.4,Do you have procedures and technical measures in place for data access segmentation in multi-tenant system architectures,Yes,"Data access segmentation is implemented through AWS IAM policies, resource tagging, and database-level access controls ensuring tenant data isolation as documented in the Access Control and Identity Management Policy. Technical measures include encryption key separation, access logging, and automated policy enforcement for multi-tenant data protection.",High
IAM-02.5,"Do you enforce data access permissions based on the rules of Authentication, Authorization and Accountability (AAA)",Yes,"IBP implements comprehensive AAA controls through MFA authentication, role-based authorization, and comprehensive audit logging as specified in the Access Control and Identity Management Policy. All data access requires authentication verification, authorization checking, and activity logging with accountability through audit trails and access monitoring.",High
IAM-02.6,"Do your policies and procedures incorporate security controls for establishing higher levels of assurance for critical business case considerations, supported by multifactor authentication",Yes,"Enhanced security controls including strong MFA are required for administrative access and critical business functions as documented in the Access Control and Identity Management Policy. Higher assurance levels include additional authentication factors, enhanced monitoring, and stricter access controls for critical systems and sensitive data access.",High
IAM-02.7,Do you provide metrics to track the speed with which you are able to remove systems access that is no longer required for business purposes,Yes,"Access removal metrics are tracked including time from notification to access revocation, completion of asset recovery, and verification of access removal as specified in the Access Control and Identity Management Policy. Metrics include target achievement rates, average removal times, and process improvement tracking for access management effectiveness.",High
IAM-03.1,Is user access to diagnostic and configuration ports restricted to authorized individuals and applications,Yes,"Diagnostic and configuration access is restricted through AWS IAM policies, security groups, and administrative access controls as documented in the Technology and Infrastructure Security Policy. Access to administrative interfaces requires MFA, is limited to authorized personnel, and includes comprehensive logging and monitoring of all administrative activities.",Med
IAM-04.1,"Do you manage and store the identity of all personnel who have access to the IT infrastructure, including their level of access",Yes,"The Access Control and Identity Management Policy requires comprehensive identity management including personnel access inventories, role assignments, and access level documentation. Identity information is maintained through centralized systems with regular reviews (semi-annually for admin, annually for standard) and verification of access appropriateness.",High
IAM-04.2,"Do you manage and store the user identity of all personnel who have network access, including their level of access",Yes,"Network access identity management is maintained through AWS IAM, VPC access controls, and network access documentation as specified in the Access Control and Identity Management Policy. User identities include network access privileges, VPN access, and administrative network access with regular reviews and access level verification.",High
IAM-05.1,Do you provide tenants with documentation on how you maintain segregation of duties within your cloud service offering,Yes,"Segregation of duties documentation is provided covering role separation, access control implementation, and duty segregation for critical functions as specified in the Access Control and Identity Management Policy. Documentation includes role definitions, access restrictions, and procedures for maintaining appropriate separation of responsibilities.",High
IAM-06.1,"Are controls in place to prevent unauthorized access to your application, program, or object source code, and assure it is restricted to authorized personnel only",Yes,"Source code access is controlled through Git repository access controls, code review requirements, and developer access management as documented in the Technology and Infrastructure Security Policy. Controls include authentication for code repositories, role-based access to different code branches, and comprehensive logging of all code access activities.",High
IAM-06.2,"Are controls in place to prevent unauthorized access to tenant application, program, or object source code, and assure it is restricted to authorized personnel only",Yes,"Customer-specific code and configurations are protected through role-based access controls, encryption, and segregated access as specified in the Access Control and Identity Management Policy. Controls ensure customer code isolation, authorized personnel access only, and comprehensive audit trails for all customer-specific code access activities.",High
IAM-07.1,Does your organization conduct third-party unauthorized access risk assessments,Yes,"Third-party access risks are assessed through vendor security assessments, access control reviews, and risk evaluation procedures as documented in the Vendor and Third Party Management Policy. Risk assessments cover vendor access requirements, security controls, and potential unauthorized access scenarios with documented risk treatment decisions.",High
IAM-07.2,"Are preventive, detective corrective compensating controls in place to mitigate impacts of unauthorized or inappropraite access",Yes,"The Access Control and Identity Management Policy includes comprehensive controls including real-time monitoring (preventive), access logging and alerting (detective), and incident response procedures (corrective) for unauthorized access. Compensating controls include automated blocking, enhanced monitoring, and manual review procedures for access anomalies.",High
IAM-08.1,"Do you document how you grant, approve and enforce access restrictions to tenant/customer credentials following the rules of least privilege",Yes,"Customer credential management procedures are documented in the Access Control and Identity Management Policy including approval workflows, least privilege implementation, and access restriction enforcement. Procedures cover role-based access control, minimum necessary permissions, and regular access reviews with documented justification requirements.",High
IAM-08.2,"Based on the rules of least privilege, do you have policies and procedures established for permissible storage and access of identities used for authentication",Yes,"Identity storage and access procedures follow least privilege principles through secure credential storage, role-based access to authentication systems, and comprehensive access controls as documented in the Access Control and Identity Management Policy. Procedures include secure credential handling, access restrictions, and authentication system protection.",High
IAM-08.3,Do you limit identities' replication only to users explicitly defined as business necessary,Yes,"Identity replication is limited to business-necessary scenarios with documented justification and approval requirements as specified in the Access Control and Identity Management Policy. Replication controls include access review, business justification verification, and monitoring of replicated identities with regular review and cleanup procedures.",Med
IAM-09.1,"Does your management provision the authorization and restrictions for user access (e.g., employees, contractors, customers (tenants), business partners, and/or suppliers) prior to their access to data and any owned or managed (physical and virtual) applications, infrastructure systems, and network components",Yes,"The Access Control and Identity Management Policy requires management approval for all access provisioning with documented business justification. Authorization procedures include role-based access determination, approval workflows, and verification before access grants with comprehensive documentation and audit trails for all access decisions.",High
IAM-09.2,"Do you provide upon the request of users with legitimate interest access (e.g., employees, contractors, customers (tenants), business partners and/or suppliers) to data and any owned or managed (physical and virtual) applications, infrastructure systems and network components",Yes,"Access request procedures are established with legitimate business interest verification, appropriate approval workflows, and documentation requirements as specified in the Access Control and Identity Management Policy. Requests are evaluated for business necessity, security impact, and compliance requirements with documented approval and implementation procedures.",High
IAM-10.1,) has been enforced,Yes,"Access review evidence is maintained including review documentation, approval records, access changes, and compliance verification as required by the Access Control and Identity Management Policy. Evidence includes review completion records, remediation actions, and management sign-off with retention for audit and compliance verification purposes.",High
IAM-10.3,Do you ensure that remediation actions for access violations follow user access policies,Yes,"Access violation remediation follows documented procedures including investigation, corrective actions, policy compliance verification, and prevention measures as specified in the Access Control and Identity Management Policy. Remediation procedures include root cause analysis, corrective actions, and process improvements to prevent recurrence.",High
IAM-10.4,"Will you share user entitlement and remediation reports with your tenants, if inappropriate access may have been allowed to tenant data",Yes,"The Access Control and Identity Management Policy includes customer notification procedures for access violations affecting customer data. Notification includes incident details, impact assessment, remediation actions, and preventive measures with appropriate timing and communication channels while protecting sensitive operational details.",High
IAM-11.1,"Is timely deprovisioning, revocation, or modification of user access to the organizations systems, information assets, and data implemented upon any change in status of employees, contractors, customers, business partners, or involved third parties",Yes,"The Access Control and Identity Management Policy requires immediate access updates for status changes including role changes, termination, and relationship changes. Deprovisioning procedures include automated workflows where possible, manual verification, and comprehensive audit trails with defined timelines and verification requirements for all access modifications.",High
IAM-11.2,"Is any change in user access status intended to include termination of employment, contract or agreement, change of employment or transfer within the organization",Yes,"All status changes trigger access review and modification procedures including employment termination, contract completion, role changes, and organizational transfers as documented in the Access Control and Identity Management Policy. Change triggers include automatic notifications, access review requirements, and verification procedures for all types of status changes.",High
IAM-12.1,"Do you support use of, or integration with, existing customer-based Single Sign On (SSO) solutions to your service",Yes,"IBP can implement SSO integration with customer identity providers through SAML, OIDC, or similar standards as documented in the Access Control and Identity Management Policy. SSO capabilities include authentication federation, role mapping, and session management with customer identity systems for seamless access integration.",High
IAM-12.10,Do you support the ability to force password changes upon first logon,Yes,First-login password change capabilities are supported through identity management systems and customer-specific authentication workflows as documented in the Access Control and Identity Management Policy. Initial password reset requirements can be implemented through automated workflows and customer identity provider integration.,High
IAM-12.11,"Do you have mechanisms in place for unlocking accounts that have been locked out (e.g., self-service via email, defined challenge questions, manual unlock)",Yes,"Account unlock mechanisms include administrative unlock procedures, self-service options through secure channels, and customer-specific unlock procedures as specified in the Access Control and Identity Management Policy. Unlock mechanisms include verification requirements, security controls, and audit logging of all unlock activities.",High
IAM-12.2,Do you use open standards to delegate authentication capabilities to your tenants,Yes,"Authentication delegation uses industry-standard protocols including SAML 2.0, OAuth 2.0, and OpenID Connect as specified in the Access Control and Identity Management Policy. Open standards implementation ensures interoperability, security validation, and compatibility with customer identity management systems and requirements.",High
IAM-12.3,"Do you support identity federation standards (e.g., SAML, SPML, WS-Federation, etc.) as a means of authenticating/authorizing users",Yes,"Identity federation is supported through SAML 2.0 and other industry standards with secure hash algorithms for password storage and token-based authentication as documented in the Access Control and Identity Management Policy. Federation capabilities include role mapping, attribute exchange, and session management with customer identity providers.",High
IAM-12.4,"Do you have a Policy Enforcement Point capability (e.g., XACML) to enforce regional legal and policy constraints on user access",Yes,"Policy enforcement capabilities include AWS IAM policy enforcement, geographic access restrictions, and compliance-based access controls as specified in the Access Control and Identity Management Policy. Policy enforcement includes regional data residency restrictions, regulatory compliance controls, and legal constraint implementation through technical measures.",High
IAM-12.5,Do you have an identity management system (enabling classification of data for a tenant) in place to enable both role-based and context-based entitlement to data,Yes,"Identity management includes role-based access control with data classification integration and context-aware access decisions as documented in the Access Control and Identity Management Policy. System capabilities include data labeling integration, contextual access evaluation, and dynamic authorization based on user role and data sensitivity.",High
IAM-12.6,"Do you provide tenants with strong (multifactor) authentication options (e.g., digital certs, tokens, biometrics, etc.) for user access",Yes,"Strong authentication options include MFA through authenticator apps, hardware tokens, and certificate-based authentication as specified in the Access Control and Identity Management Policy. MFA is enforced for administrative access with multiple authentication factor options available to customers based on security requirements and preferences.",High
IAM-12.7,Do you allow tenants to use third-party identity assurance services,Yes,"Third-party identity integration is supported through federation standards and identity provider integration as documented in the Access Control and Identity Management Policy. Customers can integrate external identity providers, certificate authorities, and identity assurance services through standard protocols and secure integration methods.",High
IAM-12.8,"Do you support password (e.g., minimum length, age, history, complexity) and account lockout (e.g., lockout threshold, lockout duration) policy enforcement",Yes,"Password policies include minimum 12 characters with complexity requirements, 90-day expiration for admin accounts, 12-password history prevention, and account lockout after 5 failed attempts as documented in the Access Control and Identity Management Policy. Policies are enforced through technical controls with customization capabilities for customer requirements.",High
IAM-12.9,Do you allow tenants/customers to define password and account lockout policies for their accounts,Yes,"Customer-specific password and lockout policies can be implemented through identity federation and customer-managed access controls as specified in the Access Control and Identity Management Policy. Customization capabilities include policy parameter configuration, organizational unit-specific policies, and integration with customer identity management requirements.",High
IAM-13.1,"Are access to utility programs used to manage virtualized partitions (e.g. shutdown, clone, etc) appropriately restricted and monitored",Yes,"Virtualization management access is restricted through AWS IAM policies, administrative access controls, and comprehensive logging as documented in the Technology and Infrastructure Security Policy. Access to hypervisor management functions requires strong authentication, role-based authorization, and comprehensive audit trails for all virtualization management activities.",High
IPY-01.1,Do you publish a list of all APIs available in the service and indicate which are standard and which are customized,Yes,"API documentation includes comprehensive API listings, standard vs. custom API identification, and integration guidelines as referenced in the Technology and Infrastructure Security Policy. API documentation is maintained and updated with version control, security requirements, and customer integration guidance.",High
IPY-02.1,"Is unstructured customer data available on request in an industry-standard format (e.g., .doc, .xls, or .pdf)",Yes,"Customer data export capabilities include industry-standard formats for all data types with appropriate export procedures and security controls as documented in the Data Protection and Privacy Policy. Data portability includes structured exports, format flexibility, and secure transfer methods for customer data retrieval.",High
IPY-03.1,Do you provide policies and procedures (i.e. service level agreements) governing the use of APIs for interoperability between your service and third-party applications,Yes,"API governance includes service level agreements, usage policies, security requirements, and integration guidelines as specified in vendor contracts and service documentation. API policies cover authentication requirements, rate limiting, data handling, and security obligations for third-party integrations.",High
IPY-03.2,"If using virtual infrastructure, do you allow virtual machine images to be downloaded and ported to a new cloud provider",Yes,"VM image portability is supported through standard formats, export capabilities, and migration assistance as documented in the Technology and Infrastructure Security Policy. Image portability includes configuration export, data migration assistance, and technical support for customer transitions to alternative providers when requested.",High
